pH,TDS,Turbidity,Temperature,pH_score,TDS_score,Turbidity_score,Temp_score,WQI,Category,Recommended_Use,Safety_Advice,Risk_Level
7.57,1399.6,29.74,28.1,97.0,48.0,20.4,99.3,51.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.59,1407.6,29.96,28.2,96.5,47.8,20.1,98.7,51.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.60,1415.7,30.18,28.2,95.9,47.5,19.8,98.2,51.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.62,1423.7,30.40,28.3,95.3,47.3,19.6,97.7,50.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.63,1431.7,30.62,28.4,94.8,47.0,19.4,97.1,50.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.64,1439.8,30.84,28.5,94.2,46.8,19.2,96.6,50.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.66,1447.8,31.06,28.5,93.7,46.6,18.9,96.0,49.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.67,1455.8,31.29,28.6,93.1,46.3,18.7,95.5,49.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.69,1463.9,31.51,28.7,92.5,46.1,18.5,94.9,49.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.70,1471.9,31.73,28.7,92.0,45.8,18.3,94.4,48.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.71,1479.9,31.95,28.8,91.4,45.6,18.1,93.9,48.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.73,1488.0,32.17,28.9,90.8,45.4,17.8,93.3,48.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.74,1496.0,32.39,29.0,90.3,45.1,17.6,92.8,47.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.76,1504.0,32.61,29.0,89.7,44.9,17.4,92.2,47.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.77,1512.0,32.83,29.1,89.2,44.6,17.2,91.7,47.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.79,1520.1,33.05,29.2,88.6,44.4,16.9,91.1,46.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.80,1528.1,33.27,29.3,88.0,44.2,16.7,90.6,46.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.81,1536.1,33.49,29.3,87.5,43.9,16.5,90.1,46.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.83,1544.2,33.71,29.4,86.9,43.7,16.3,89.5,45.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.84,1552.2,33.94,29.5,86.3,43.4,16.1,89.0,45.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.86,1560.2,34.16,29.5,85.8,43.2,15.8,88.4,45.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.87,1568.3,34.38,29.6,85.2,43.0,15.6,87.9,45.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.88,1576.3,34.60,29.7,84.7,42.7,15.4,87.3,44.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.90,1584.3,34.82,29.8,84.1,42.5,15.2,86.8,44.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.91,1592.4,35.04,29.8,83.5,42.2,15.0,86.3,44.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.93,1600.4,35.26,29.9,83.0,42.0,14.7,85.7,43.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.94,1608.4,35.48,30.0,82.4,41.7,14.5,85.2,43.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.95,1616.5,35.70,30.0,81.8,41.5,14.3,84.6,43.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.97,1624.5,35.92,30.1,81.3,41.3,14.1,84.1,42.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
7.98,1632.5,36.14,30.2,80.7,41.0,13.9,83.6,42.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.00,1640.6,36.37,30.3,80.2,40.8,13.6,83.0,42.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.01,1648.6,36.59,30.3,79.6,40.5,13.4,82.5,41.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.02,1656.6,36.81,30.4,79.0,40.3,13.2,81.9,41.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.04,1664.7,37.03,30.5,78.5,40.1,13.0,81.4,41.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.05,1672.7,37.25,30.6,77.9,39.8,12.8,80.8,40.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.07,1680.7,37.47,30.6,77.3,39.6,12.5,80.3,40.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.08,1688.8,37.69,30.7,76.8,39.3,12.3,79.8,40.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.09,1696.8,37.91,30.8,76.2,39.1,12.1,79.2,39.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.11,1704.8,38.13,30.8,75.7,38.9,11.9,78.7,39.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.12,1712.9,38.35,30.9,75.1,38.6,11.6,78.1,39.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.14,1720.9,38.57,31.0,74.5,38.4,11.4,77.6,38.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.15,1728.9,38.80,31.1,74.0,38.1,11.2,77.0,38.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.16,1736.9,39.02,31.1,73.4,37.9,11.0,76.5,38.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.18,1745.0,39.24,31.2,72.9,37.7,10.8,76.0,37.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.19,1753.0,39.46,31.3,72.3,37.4,10.5,75.4,37.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.21,1761.0,39.68,31.3,71.7,37.2,10.3,74.9,37.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.22,1769.1,39.90,31.4,71.2,36.9,10.1,74.3,36.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.23,1777.1,40.12,31.5,70.6,36.7,9.9,73.8,36.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.25,1785.1,40.34,31.6,70.0,36.4,9.7,73.3,36.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.26,1793.2,40.56,31.6,69.5,36.2,9.4,72.7,35.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.28,1801.2,40.78,31.7,68.9,36.0,9.2,72.2,35.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.29,1809.2,41.00,31.8,68.4,35.7,9.0,71.6,35.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.31,1817.3,41.22,31.9,67.8,35.5,8.8,71.1,34.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.32,1825.3,41.45,31.9,67.2,35.2,8.6,70.5,34.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.33,1833.3,41.67,32.0,66.7,35.0,8.3,70.0,34.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.35,1841.4,41.89,32.1,66.1,34.8,8.1,69.6,33.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.36,1849.4,42.11,32.1,65.5,34.5,7.9,69.3,33.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.38,1857.4,42.33,32.2,65.0,34.3,7.7,68.9,33.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.39,1865.5,42.55,32.3,64.4,34.0,7.4,68.6,32.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.40,1873.5,42.77,32.4,63.9,33.8,7.2,68.2,32.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.42,1881.5,42.99,32.4,63.3,33.6,7.0,67.8,32.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.43,1889.6,43.21,32.5,62.7,33.3,6.8,67.5,32.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.45,1897.6,43.43,32.6,62.2,33.1,6.6,67.1,31.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.46,1905.6,43.65,32.7,61.6,32.8,6.3,66.7,31.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.47,1913.7,43.88,32.7,61.0,32.6,6.1,66.4,31.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.49,1921.7,44.10,32.8,60.5,32.3,5.9,66.0,30.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.50,1929.7,44.32,32.9,59.9,32.1,5.7,65.7,30.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.52,1937.8,44.54,32.9,59.4,31.9,5.5,65.3,30.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.53,1945.8,44.76,33.0,58.8,31.6,5.2,64.9,29.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.54,1953.8,44.98,33.1,58.2,31.4,5.0,64.6,29.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.56,1961.8,45.20,33.2,57.7,31.1,4.8,64.2,29.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.57,1969.9,45.42,33.2,57.1,30.9,4.6,63.9,28.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.59,1977.9,45.64,33.3,56.5,30.7,4.4,63.5,28.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.60,1985.9,45.86,33.4,56.0,30.4,4.1,63.1,28.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.61,1994.0,46.08,33.4,55.4,30.2,3.9,62.8,28.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.63,2002.0,46.31,33.5,54.9,30.0,3.7,62.4,27.7,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.64,2010.0,46.53,33.6,54.3,29.9,3.5,62.0,27.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.66,2018.1,46.75,33.7,53.7,29.8,3.3,61.7,27.2,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.67,2026.1,46.97,33.7,53.2,29.7,3.0,61.3,26.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.68,2034.1,47.19,33.8,52.6,29.7,2.8,61.0,26.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.70,2042.2,47.41,33.9,52.0,29.6,2.6,60.6,26.4,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.71,2050.2,47.63,34.0,51.5,29.5,2.4,60.2,26.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.73,2058.2,47.85,34.0,50.9,29.4,2.1,59.9,25.9,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.74,2066.3,48.07,34.1,50.4,29.3,1.9,59.5,25.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.76,2074.3,48.29,34.2,49.8,29.3,1.7,59.2,25.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.77,2082.3,48.51,34.2,49.2,29.2,1.5,58.8,25.1,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.78,2090.4,48.73,34.3,48.7,29.1,1.3,58.4,24.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.80,2098.4,48.96,34.4,48.1,29.0,1.0,58.1,24.6,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.81,2106.4,49.18,34.5,47.6,28.9,0.8,57.7,24.3,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.83,2114.5,49.40,34.5,47.0,28.9,0.6,57.3,24.0,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.84,2122.5,49.62,34.6,46.4,28.8,0.4,57.0,23.8,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.85,2130.5,49.84,34.7,45.9,28.7,0.2,56.6,23.5,3,Marginal / limited use,"Marginal quality. Best for rough cleaning (floors, car, non-contact uses). Avoid for clothes/dishes. Do not drink.",Medium
8.87,2138.6,50.06,34.7,45.3,28.6,0.0,56.3,23.3,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.88,2146.6,50.28,34.8,44.7,28.5,0.0,55.9,23.1,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.90,2154.6,50.50,34.9,44.2,28.5,0.0,55.5,22.9,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.91,2162.7,50.72,35.0,43.6,28.4,0.0,55.2,22.8,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.92,2170.7,50.94,35.0,43.1,28.3,0.0,54.8,22.6,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.94,2178.7,51.16,35.1,42.5,28.2,0.0,54.5,22.4,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.95,2186.7,51.39,35.2,41.9,28.1,0.0,54.1,22.2,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.97,2194.8,51.61,35.3,41.4,28.1,0.0,53.7,22.1,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.98,2202.8,51.83,35.3,40.8,28.0,0.0,53.4,21.9,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
8.99,2210.8,52.05,35.4,40.2,27.9,0.0,53.0,21.7,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.01,2218.9,52.27,35.5,20.0,27.8,0.0,52.7,17.6,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.02,2226.9,52.49,35.5,20.0,27.7,0.0,52.3,17.5,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.04,2234.9,52.71,35.6,20.0,27.7,0.0,51.9,17.5,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.05,2243.0,52.93,35.7,20.0,27.6,0.0,51.6,17.4,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.06,2251.0,53.15,35.8,20.0,27.5,0.0,51.2,17.4,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.08,2259.0,53.37,35.8,20.0,27.4,0.0,50.8,17.3,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.09,2267.1,53.59,35.9,20.0,27.3,0.0,50.5,17.2,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.11,2275.1,53.82,36.0,20.0,27.2,0.0,50.1,17.2,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.12,2283.1,54.04,36.0,20.0,27.2,0.0,49.8,17.1,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.13,2291.2,54.26,36.1,20.0,27.1,0.0,49.4,17.1,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.15,2299.2,54.48,36.2,20.0,27.0,0.0,49.0,17.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.16,2307.2,54.70,36.3,20.0,26.9,0.0,48.7,16.9,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.18,2315.3,54.92,36.3,20.0,26.8,0.0,48.3,16.9,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.19,2323.3,55.14,36.4,20.0,26.8,0.0,48.0,16.8,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.20,2331.3,55.36,36.5,20.0,26.7,0.0,47.6,16.8,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.22,2339.4,55.58,36.6,20.0,26.6,0.0,47.2,16.7,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.23,2347.4,55.80,36.6,20.0,26.5,0.0,46.9,16.6,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.25,2355.4,56.02,36.7,20.0,26.4,0.0,46.5,16.6,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.26,2363.5,56.24,36.8,20.0,26.4,0.0,46.1,16.5,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.28,2371.5,56.47,36.8,20.0,26.3,0.0,45.8,16.5,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.29,2379.5,56.69,36.9,20.0,26.2,0.0,45.4,16.4,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.30,2387.6,56.91,37.0,20.0,26.1,0.0,45.1,16.3,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.32,2395.6,57.13,37.1,20.0,26.0,0.0,44.7,16.3,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.33,2403.6,57.35,37.1,20.0,26.0,0.0,44.3,16.2,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.35,2411.6,57.57,37.2,20.0,25.9,0.0,44.0,16.2,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.36,2419.7,57.79,37.3,20.0,25.8,0.0,43.6,16.1,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.37,2427.7,58.01,37.3,20.0,25.7,0.0,43.3,16.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.39,2435.7,58.23,37.4,20.0,25.6,0.0,42.9,16.0,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.40,2443.8,58.45,37.5,20.0,25.6,0.0,42.5,15.9,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.42,2451.8,58.67,37.6,20.0,25.5,0.0,42.2,15.9,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.43,2459.8,58.90,37.6,20.0,25.4,0.0,41.8,15.8,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.44,2467.9,59.12,37.7,20.0,25.3,0.0,41.4,15.7,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.46,2475.9,59.34,37.8,20.0,25.2,0.0,41.1,15.7,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.47,2483.9,59.56,37.9,20.0,25.2,0.0,40.7,15.6,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
9.49,2492.0,59.78,37.9,20.0,25.1,0.0,40.4,15.6,4,Too dirty - not recommended,High risk. Avoid for drinking or personal use. Use only for non-sensitive tasks or find alternative source. Treat and lab-test.,High
